seq_no.,module,motif_1,motif_2,motif_3,motif_4,motif_5,motif_6,motif_string,motif_list
321,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
322,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
323,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
324,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
325,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
326,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
327,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
328,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
329,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
330,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
331,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
332,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
333,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
334,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
335,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
336,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
337,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
338,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
339,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
340,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
341,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
342,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
343,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
344,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
345,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
346,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
347,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
348,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
349,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
350,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
351,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
352,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
353,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
354,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
355,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
356,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
357,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
358,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
359,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
360,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
361,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
362,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
363,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
364,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
365,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
366,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
367,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
368,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
369,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
370,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
371,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
372,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
373,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
374,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
375,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
376,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
377,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
378,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
379,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
380,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
381,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
382,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
383,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
384,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
385,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
386,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
387,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
388,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
389,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
390,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
391,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
392,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
393,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
394,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
395,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
396,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
397,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
398,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
399,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
400,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
401,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
402,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
403,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
404,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
405,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
406,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
407,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
408,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
409,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
410,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
411,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
412,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
413,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
414,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
415,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
416,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
417,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
418,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
419,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
420,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
421,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
422,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
423,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
424,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
425,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
426,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
427,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
428,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
429,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
430,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
431,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
432,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
433,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
434,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
435,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
436,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
437,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
438,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
439,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
440,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
441,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
442,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
443,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
444,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
445,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
446,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
447,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
448,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
449,1,1,1,0,0,0,0,"motif_1,motif_2","['motif_1', 'motif_2']"
450,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
451,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
452,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
453,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
454,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
455,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
456,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
457,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
458,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
459,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
460,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
461,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
462,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
463,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
464,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
465,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
466,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
467,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
468,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
469,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
470,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
471,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
472,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
473,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
474,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
475,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
476,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
477,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
478,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
479,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
480,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
481,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
482,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
483,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
484,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
485,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
486,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
487,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
488,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
489,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
490,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
491,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
492,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
493,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
494,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
495,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
496,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
497,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
498,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
499,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
500,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
501,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
502,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
503,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
504,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
505,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
506,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
507,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
508,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
509,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
510,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
511,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
512,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
513,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
514,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
515,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
516,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
517,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
518,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
519,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
520,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
521,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
522,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
523,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
524,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
525,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
526,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
527,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
528,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
529,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
530,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
531,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
532,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
533,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
534,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
535,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
536,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
537,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
538,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
539,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
540,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
541,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
542,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
543,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
544,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
545,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
546,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
547,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
548,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
549,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
550,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
551,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
552,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
553,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
554,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
555,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
556,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
557,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
558,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
559,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
560,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
561,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
562,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
563,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
564,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
565,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
566,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
567,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
568,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
569,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
570,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
571,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
572,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
573,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
574,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
575,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
576,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
577,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
578,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
579,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
580,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
581,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
582,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
583,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
584,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
585,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
586,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
587,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
588,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
589,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
590,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
591,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
592,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
593,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
594,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
595,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
596,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
597,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
598,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
599,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
600,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
601,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
602,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
603,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
604,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
605,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
606,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
607,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
608,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
609,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
610,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
611,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
612,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
613,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
614,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
615,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
616,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
617,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
618,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
619,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
620,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
621,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
622,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
623,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
624,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
625,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
626,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
627,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
628,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
629,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
630,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
631,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
632,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
633,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
634,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
635,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
636,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
637,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
638,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
639,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
640,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
641,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
642,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
643,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
644,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
645,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
646,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
647,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
648,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
649,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
650,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
651,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
652,2,0,0,1,1,0,0,"motif_3,motif_4","['motif_3', 'motif_4']"
